delivery_price,delivery_rating,name,no_of_review,price,rating,seller,seller_rating,stock
351.0,33.0,"Cetaphil Moisturising Lotion for Face & Body, 500 ml Normal to dry skin",351.0,351.0,4.6,Cetaphil,92.0,1.0
3.0,100.0,Apple iPad Mini 6 Wi-Fi + Cellular 64GB,3.0,3.0,4.3,E-tech,92.0,2.0
50.0,93.0,5 In 1 Electric Hair Styling Tool,50.0,50.0,4.3,A&D store,78.0,15.0
21.0,94.0,"Medellin Sunburst 38"" Carbon Fiber Acoustic Guitar With Accessories | Carbon Fiber Acoustic Guitar For Beginners",21.0,21.0,4.3,Kadence,81.0,1.0
70.0,98.0,2 in 1 BSDDP Motorcycle Shift Pad Boot Protector Antiskid Shoe Cover Rubber Gear Shifter Protector,70.0,70.0,4.4,Sansa Store,78.0,15.0
262.0,93.0,MuscleBlaze Raw Whey Protein Powder 2kg 66 servings Unflavored Labdoor USA Certified 24g Protein 5.2g BCAA 4.2g Glutamine,262.0,262.0,4.2,MuscleBlaze,92.0,1.0
12.0,98.0,Drools Optimum Performance Adult Dog Food - 20kg By Crown Aquatics,12.0,12.0,3.0,Crown Aquatics,91.0,15.0
1.0,81.0,Estelin Australian Pink Clay Mask 4-In-1 Treatment 100GM,1.0,1.0,0.0,DnS Store,88.0,1.0
2608.0,93.0,MuscleBlaze Creatine Monohydrate 100g 32 Servings Labdoor USA Certified Micronized Powder for Muscle Building,2608.0,2608.0,4.8,MuscleBlaze,92.0,1.0
76.0,100.0,"VESTEL 43"" Smart 1/8GB LED TV | 3 Years Warranty | Free Wall Mount | IPS Panel | Dolby Sound | Full HD | 43 Inch Smart Television",76.0,76.0,4.8,VESTEL,83.0,15.0
33.0,100.0,Sel Roti Maker / Machine Soli by smart selroti - orginal 20mm hole Quality,33.0,33.0,4.8,Khudra shopping,86.0,15.0
822.0,100.0,Sensitive Baby Wipes Pack Of 10 - 80 PCS/90 PCS,822.0,822.0,4.6,SWOYAMBHU MASALA PASAL 1630576634,93.0,15.0
193.0,92.0,Bagmati MP Rectangle Basket,193.0,193.0,4.6,Bagmati Plastics,88.0,15.0
78.0,98.0,(Buy1Get1Free) PUREPET Chicken And Vegetable Puppy Dry Dog Food 3kg By Crown Aquatics,78.0,78.0,4.6,Crown Aquatics,91.0,15.0
2.0,99.0,2Pcs Hair Grip Styling Bangs Paste Posts Hair Sticker Clip Magic Tape Fringe Hair Bang No Trace Hair Holder Barber Gripper,2.0,2.0,0.0,Savyata Stores,82.0,2.0
26.0,100.0,Whirlpool  200 IMPC Cls 1s  Grey Nep - 185 Litres Direct Cooling Single Door Refrigerator Grey,26.0,26.0,3.9,R.N Electronics,85.0,1.0
7.0,25.0,Madhuram Classic Pistachios/Pista | Organic Fresh Dry Fruits Nuts | 1Kg,7.0,7.0,4.3,Madhuram online store,86.0,1.0
341.0,100.0,Dr Morepen Digital Blood Pressure Monitor,341.0,341.0,4.3,HR Surgicals and Chemicals,90.0,15.0
97.0,94.0,Wireless CCTV Camera IMOU  Ranger 2 3MP  Wi-Fi CCTV Camera IPC-K2EP-3H1W (2K) White,97.0,97.0,4.3,BHILASH IT Traders,91.0,1.0
803.0,100.0,WOW Skin Science Onion Black Seed Hair Oil - With Comb Applicator 200 ml,803.0,803.0,4.3,WOW Skin Science,90.0,5.0
160.0,99.0,SPN's 20 Kg Adjustable Chrome Dumbbell Set With Barbell Connector | Adjustable Dumbbell With Easy Grip Handle & Barbell Connector - 20Kg,160.0,160.0,4.3,SPN'S,90.0,1.0
28.0,98.0,Pair Of Anti Uv Arm Sleeves - Multicolor,28.0,28.0,4.3,Sale Sansar,85.0,15.0
1.0,92.0,Dancing Robot With 360° Rotating Flashing Light And Sound,1.0,1.0,4.3,Kabita General Store,76.0,15.0
86.0,99.0,USB Rechargable Ultra Bright Bike Light Set With Horn | Rechargeable Bike Light For Safety Night Riding ( Multicolor),86.0,86.0,4.2,SAM Prolife Nutrition Nepal,87.0,15.0
12.0,99.0,SPN'S 2 In 1 30Kg Dumbbell Set With Barbell Connecter,12.0,12.0,4.6,SAM Prolife Nutrition Nepal,87.0,10.0
128.0,100.0,Styleys Cabinet Shoe Rack with Cover for Home/Office Wardrobe Cube Organizer Black (12 Cube) - Shoe Racks |,128.0,128.0,4.8,bharpardo online store,86.0,1.0
16.0,100.0,"Nature's Care Set Of 2 Food Supplements, Fish Oil, 1000mg Omega 3, 200 Capsules & Glucosamine HCL, 1000mg, 180 Capsules",16.0,16.0,3.9,Nature's  Care,95.0,1.0
490.0,99.0,Resistance Pull Up Bands  Pull Up Assist Band,490.0,490.0,3.9,SAM Prolife Nutrition Nepal,87.0,10.0
1053.0,100.0,"Nature's Care Australia Fish Oil, Omega 3, 1000mg, 200 Capsules",1053.0,1053.0,3.9,Nature's  Care,95.0,1.0
287.0,99.0,SPN-s Adjustable Dumbbell Set - 20 kg Home Gym Equipment | 2 In 1 Extendable Rod Dumbbell Set | Home Gym Accessories,287.0,287.0,3.9,SPN'S,90.0,10.0
136.0,98.0,Banana  Silicone Teether/ Baby Teether Silicone/ Teethers,136.0,136.0,4.7,Desire Online Shopping,81.0,15.0
82.0,100.0,Whirlpool 185 Litres Single Door Refrigerator,82.0,82.0,4.7,City Electronics,94.0,1.0
6.0,99.0,"Spn'S Dip Station For Home Indoor Gym, Power Tower,  Adjustable Pull-Up Bar Multi-Functional Training Equipment With Adjustable Height",6.0,6.0,4.7,SPN'S,90.0,10.0
20.0,100.0,Midea Gas Stoves Glass Top - T211G (Black) - Gas Stoves |,20.0,20.0,4.1,Midea,87.0,1.0
218.0,100.0,Super Dooz 44000 Dragon (Sex Delay Spray)-45ml,218.0,218.0,4.6,Lafa Online Shopping,89.0,15.0
329.0,88.0,Vicky Sketch Book White Cartridge A5-50 Sheets (140 GSM) -1 Piece,329.0,329.0,4.3,Vicky Arts,92.0,15.0
265.0,93.0,Shangri-La Combo Of 4 Cotton Printed T-Shirts For Men - Navy Blue/ Green/ Blue | Fashion | T-Shirt For Men,265.0,265.0,4.6,SHANGRI-LA,87.0,15.0
309.0,97.0,Adjustable Hand Grip Strengthener,309.0,309.0,4.6,Fitness Nepal,83.0,15.0
488.0,100.0,Microfiber Spray With Extra Pad 360 Degree Spin Mop For Floor Cleaning | Refillable 600ml Spray Bottle Spin Mop,488.0,488.0,4.6,EBox,81.0,15.0
11.0,0.0,Whirlpool  24L Convection Microwave With Touch (MAGICOOK PRO 26CE BLACK),11.0,11.0,4.6,UE Electronics,85.0,1.0
422.0,99.0,RUBX Rubber Hex 2.5Kg Dumbbell Set | Rubber Coated Dumbbell With Chrome Casted Handle - 2.5Kg - 1 Pair,422.0,422.0,4.6,SPN'S,90.0,1.0
6.0,0.0,"Yamaha F310, 6-Strings Acoustic Guitar",6.0,6.0,4.6,Bass & Treble,92.0,10.0
58.0,100.0,Technic Mega Matte Bronze And Contour-11.2 gm,58.0,58.0,4.6,Technic,92.0,5.0
572.0,88.0,BESTOSIGN White Board (1.5 x 2) ft + Free Duster,572.0,572.0,4.3,Vicky Arts,92.0,15.0
1530.0,88.0,"Vicky Kraft Covered Diary Sketch Book A5 - 120 Sheets, 100 GSM Acid Free Paper",1530.0,1530.0,4.7,Vicky Arts,92.0,15.0
360.0,88.0,"Vicky Artist Paint Brush Set - 8 Brushes Synthetic, For Watercolor, Oil And Acrylics - Paint Brush Sets |",360.0,360.0,4.7,Vicky Arts,92.0,2.0
5.0,100.0,Converse  Black M9160 Chuck Taylor All Star Hi Top Black Shoes (Unisex),5.0,5.0,4.5,Converse,88.0,1.0
238.0,100.0,"Mantra Karma 40"" 2-Band Equalizer Guitar With Bag, Capo, Pick, String, Strap - Black - Musical Instruments |",238.0,238.0,4.5,Mantra,89.0,1.0
84.0,98.0,"Purepet Ocean Fish Adult Dry Cat Food, 7kg By Crown Aquatics",84.0,84.0,4.5,Crown Aquatics,91.0,15.0
500.0,100.0,Black Square Rimless Sunglasses For Men |Black Casual Sunglasses For Men | Fashion Accessory For Men,500.0,500.0,4.5,Online Express Fast Nepal Pvt.ltd.,82.0,1.0
13.0,100.0,Sensitive Baby Wipes Pack Of 6 - 80 Wipes Pull,13.0,13.0,4.6,Moms and kids joy,90.0,15.0
80.0,98.0,Drools Baked Delight 1 Biscuits 800gm By Crown Aquatics,80.0,80.0,4.6,Crown Aquatics,91.0,15.0
22.0,100.0,Nepal Tea Exchange Pearl Green Tea - 70g,22.0,22.0,4.6,Nepal Tea Exchange,93.0,15.0
213.0,75.0,Aeromax Beautiful Home Wooden Wall Self 5 Hook Key Holder In Matt Black,213.0,213.0,3.8,Aeromax  International,86.0,15.0
322.0,92.0,Bagmati Blue Plastic Hanger (12 Pieces),322.0,322.0,4.3,Bagmati Plastics,88.0,15.0
1.0,97.0,Full Sleeve Baseball T-Shirt For Women,1.0,1.0,0.0,Tailor Stitch,83.0,10.0
59.0,100.0,Bathroom Slippers For Unisex,59.0,59.0,0.0,De Glamora,79.0,5.0
4.0,100.0,Combat Nylon Belt With Plastic Buckle For Man,4.0,4.0,0.0,Megha Market ,90.0,15.0
199.0,85.0,Black Bandana Lightweight Ankle Cut Printed Casual Sneakers Shoes For Men,199.0,199.0,3.9,skr store,73.0,15.0
94.0,100.0,Artificial Rubber Money Plant Lahara For Decoration,94.0,94.0,3.9,Mero Interior,73.0,15.0
72.0,93.0,Wheel cover half for bike Unviersal for bike 17 inch (Black),72.0,72.0,3.9,Sasto Bazzar Birgunj,71.0,15.0
286.0,94.0,Body Love Cotton Checkered Boxer For Men - Pack Of 3 - Multicolor | Fashion | Innerwear | Boxers For Men,286.0,286.0,5.0,Arushi,81.0,15.0
132.0,100.0,3 Layer Adjustable Height Increasing Insole - Fashion | Shoe Insole For Men And Women Shoes | Footwear Accessories |,132.0,132.0,4.0,Gayatri Store,77.0,15.0
267.0,88.0,"ProArt Air Dry Hardening Modelling Clay- 500G, Professional Quality , Packaging May Vary",267.0,267.0,4.1,Vicky Arts,92.0,15.0
420.0,88.0,"ProArt Vicky Paint Brush Set Of 10 For Oil And Acrylics (Synthetic, Short Handle)",420.0,420.0,4.1,Vicky Arts,92.0,15.0
2.0,100.0,Green Color Flynite Shoes with White Sole for Women | Ladies,2.0,2.0,4.1,De Glamora,79.0,2.0
601.0,88.0,ProArt Vicky Paper Stumps Set Of 6  Blending Paper Stump For Artists - Pack Of 6  Durable Paper Blending Stump,601.0,601.0,4.1,Vicky Arts,92.0,15.0
232.0,100.0,SB Dunk Low Pro Premium Sneaker for Men,232.0,232.0,5.0,Shoes Spot,76.0,5.0
57.0,100.0,Cotton Period Panties  / 3pcs Menstrual Heavy Flow Leak-Proof Period Panties,57.0,57.0,5.0,Smart Buy Online,0.0,15.0
165.0,80.0,Titex White Color Simple Fashionable Sneakers For Women-1203,165.0,165.0,5.0,TITEX,84.0,8.0
37.0,100.0,AR Jordan 1 High University Blue Sneaker for Men,37.0,37.0,2.0,Shoes Spot,76.0,13.0
76.0,100.0,"Laptop Cooling Pad 4 Fans Adjustable 10 Inch to 17 Inch Notebook Cooler, Blue Light, S18 For Any Laptop Speed Control Button",76.0,76.0,0.0,AB Tech,80.0,15.0
1.0,100.0,Whitemoon Premier Ultra Nights XXL With Anion Chip With 320MM Sanitary Pads 10 Pcs Per Pack,1.0,1.0,4.3,Birat Healthcare Industries,87.0,15.0
1.0,100.0,Cleansing Milk 120 ml for Glowing Skin,1.0,1.0,4.2,Awesome Cosmetic,0.0,15.0
52.0,100.0,"Ladies Underwear, Panties, Multi-color, Good For Ladies With Big Belly. Product Exactly As In Photo",52.0,52.0,4.2,D's Shop,84.0,5.0
4.0,100.0,Sticky Breast Nipple Cover Bra Women Reusable Silicone Boob Seamless Nipple Cover Stickers,4.0,4.0,4.2,D's Shop,84.0,2.0
1.0,94.0,Double Zipper Polar Fleece Highneck-Sweatshirt For Men| Winter Lightweight,1.0,1.0,4.2,Shop Mee,75.0,10.0
4.0,93.0,360 Degree Rotation Hanging Bed Toy for Baby Crib For Better Sleep with Music and Sound- Multicolor,4.0,4.0,5.0,Mamu Box Nepal,77.0,15.0
9.0,100.0,Sadoer Face Mask And Pack Of 2 Rose Handcream 30g*2,9.0,9.0,5.0,Bajra Beauty,85.0,15.0
20.0,98.0,Loose Pack 500gm Cat Food By Crown Aquatics,20.0,20.0,5.0,Crown Aquatics,91.0,15.0
39.0,95.0,4 In 1 Multifunction Baby Carry Bag,39.0,39.0,0.0,Royal fitness,80.0,15.0
6.0,100.0,Sadoer Hand Cream Combo Pack Of 5 By Bajra Beauty,6.0,6.0,4.3,Bajra Beauty,85.0,15.0
2.0,98.0,Black Solid Chest Guard For Bike Riding,2.0,2.0,5.0,Shirsha Online,80.0,15.0
101.0,98.0,1 Role 45X55cm Garbage Bag (30 Pices Per-Role),101.0,101.0,0.0,The Best Price Online,79.0,15.0
298.0,98.0,Loose Pack Adult Dog Food 500gm By Crown Aquatics,298.0,298.0,5.0,Crown Aquatics,91.0,15.0
294.0,100.0,"Tulip Relax Fiber Pillow (Set Of Two) -16"" X 26""",294.0,294.0,5.0,Tulip,91.0,15.0
227.0,100.0,Sensitive Baby Wipes 80/90 PCS - Pack Of 10,227.0,227.0,5.0,Moms and kids joy,90.0,15.0
332.0,94.0,Men Boxer Briefs Cotton Underwear (Pack Of 4),332.0,332.0,4.7,Arushi,81.0,15.0
632.0,93.0,Shangrila Pack Of 4 Cotton T-Shirt For Men - Black | Navy |Grey | Maroon | Fashion | T-Shirt For Men |,632.0,632.0,4.7,SHANGRI-LA,87.0,9.0
31.0,80.0,Silicone Spatula With Wooden Handle,31.0,31.0,4.7,Bhanda pasal,84.0,15.0
4.0,100.0,True Wireless Noise Cancelation Earbuds with Touch Display |  ANC/ENC Double Dark Noise Reduction Earbuds Active Noise Cancellation,4.0,4.0,4.3,All In  One,0.0,14.0
2.0,0.0,Atomic Habits By James Clear,2.0,2.0,5.0,Lakhe Book Store,0.0,0.0
3.0,0.0,1 Piece Elegant Rhinestone Cubic Crystal Zircon Flower Bracelet For Women Fashion Jewelry Accessory - For HER,3.0,3.0,3.0,Shishtataa (Suzata Group),0.0,15.0
4.0,98.0,"2 in 1 1000 ml Liquid Soap Dispenser with Sponge Holder for Kitchen Sink, Bathroom Counter Storage and Organization, Dish Washing (Transparent)",4.0,4.0,3.6,BfYmYB9v,80.0,15.0
114.0,100.0,LeTan Watermelon SPF 50+ Sunscreen Lotion 125ML,114.0,114.0,3.6,Mishisa Cosmetic,85.0,15.0
15.0,97.0,Stainless Steel Pole Spin Mop Extendable Handle 360 Degree Rotating Floor Cleaning Mop- Blue,15.0,15.0,3.6,Fitness Nepal,83.0,15.0
28.0,100.0,Safari DAYPACKNEO Backpack | Zippered main compartment / Drawstring front compartment,28.0,28.0,3.6,Safari,89.0,15.0
539.0,88.0,Sakura Pigma Micron Pen - Set Of 6,539.0,539.0,4.1,Vicky Arts,92.0,15.0
166.0,88.0,Art Ranger Artist Acrylic Color Set 12 Tubes Set Each 12ML,166.0,166.0,4.1,Vicky Arts,92.0,15.0
2.0,0.0,SB Dunk Low Pro White/Coffee Premium Sneaker for Men,2.0,2.0,4.1,The Shoe Gallery,83.0,2.0
2.0,100.0,Non Lace Cloth Shoes For Women,2.0,2.0,4.1,De Glamora,79.0,9.0
34.0,100.0,Hair Mask Karseell Collagen 16.9 OZ 500ml,34.0,34.0,4.4,Galaxy shopping 1640505931,85.0,15.0
236.0,100.0,WhiteMoon Fluffy Triflod Series Flow Guard 240MM Sanitary Pads 8 Pcs Pack of 6,236.0,236.0,4.4,Birat Healthcare Industries,87.0,15.0
58.0,94.0,Set Of 3 Pcs Men'S Comfortable Summer Single layer Windcheater Jacket Trouser And T-Shirt - Fashion | Jackets For Men | Trousers For Men,58.0,58.0,4.4,Shop Mee,75.0,13.0
4.0,0.0,The Psychology of Money By Morgan Housel,4.0,4.0,4.4,Lakhe Book Store,0.0,0.0
207.0,96.0,Extra Pure Gluta White Soap by Zuwa Cosmetics Lightening | Whitens | Anti - Ageing | Anti Inflammatory - 135 gm,207.0,207.0,4.4,Allure Cosmetics,87.0,15.0
281.0,100.0,10Kg Digital Weighing Machine Wth Free Battery,281.0,281.0,4.4,New online shopping,82.0,15.0
359.0,74.0,Ressence Enterprises Honeycomb Style Wall Decor Wooden Shelf Pack Of 5,359.0,359.0,4.5,Ressence Enterprises,86.0,15.0
442.0,94.0,Pack Of 4 Men Unlock Boxer Briefs  Underwear (Color May Vary) By Arushi,442.0,442.0,4.5,Arushi,81.0,15.0
121.0,100.0,"Digital Thermos Bottle 500ml Vacuum Flasks Led Digital Temperature Display, Stainless Steel Intelligent Thermos Cups",121.0,121.0,4.5,e-Factory,80.0,0.0
31.0,80.0,Titex Blue Color Simple Pattern Printed Design Slides For Men 11-5206 | Casual Slide For Men | Men's Fashion,31.0,31.0,4.6,TITEX,84.0,5.0
150.0,100.0,Safety Ultra XL+ 320 mm 8 Pads,150.0,150.0,4.1,Jasmine Hygiene Products,88.0,2.0
2.0,0.0,24K Golden Playing Cards Waterproof Cards Golden Playing Card Set,2.0,2.0,4.0,E Bazzar,0.0,3.0
6.0,0.0,Square Vintage Korean Tortoise Printed Frame Trendy Sunglasses for Men ( Case Not Included ),6.0,6.0,3.8,First Looks,0.0,15.0
6.0,100.0,4 In 1 Car And Home Handheld Mini Portable Vacuum Cleaner,6.0,6.0,3.8,Home Tech Nepal,82.0,15.0
26.0,100.0,Silver Unisex Y2K Sunglasses For Men And Women,26.0,26.0,3.8,ShadesNepal,88.0,15.0
66.0,88.0,Runiu Cow Candy Gai Chocolate Milk Soft Candy 350 plus Gm Original RuNiu  Snack,66.0,66.0,3.8,Subha Abik Store,87.0,15.0
24.0,97.0,Bathroom Shelf Organizer Toilet Adhesive Shampoo Gel Storage Basket,24.0,24.0,4.5,Flash Sale,81.0,1.0
112.0,87.0,Brillare Hair Fall Control Shampoo To Reduce Seasonal Hair Fall - 300 Ml,112.0,112.0,4.5,Brillare,86.0,15.0
13.0,100.0,Artificial Rubber Hanging Plants For Wall Indoor Outdoor Decoration (No Baskets),13.0,13.0,4.5,Mero Interior,73.0,15.0
1565.0,100.0,SB Dunk Low Pro Laced Up Comfortable Stylish Sneaker Shoes For Men By Jutta Ghar Nepal (Updated Colours),1565.0,1565.0,2.8,Jutta Ghar Nepal,76.0,4.0
138.0,100.0,Prega News Pregnancy Test Kit,138.0,138.0,4.7,Moms and kids joy,90.0,15.0
165.0,93.0,MuscleBlaze CREAPRO Creatine Monohydrate 250g 83 Servings Creapure Micronized Powder for Muscle and Strength Gain,165.0,165.0,3.9,MuscleBlaze,92.0,9.0
3088.0,92.0,Dr jk1 Sunscreen Lotion Spf 50+/+++ 200 ml,3088.0,3088.0,3.9,Secret Island,91.0,15.0
331.0,91.0,Sculpt and Blend Fan Faves Makeup Brush Set of 10,331.0,331.0,3.9,guddu cosmetic store,86.0,15.0
568.0,100.0,Chrome Plated Portable Outdoor Steel Collapsible Barbeque Grill - Portable Stainless Steel Barbeque Grill Stand |,568.0,568.0,3.9,PR mart,86.0,15.0
6.0,96.0,Water Absorbing Doormat Non-Slip Floor Mat For Bathroom Kitchen Bedroom Entrance With Water Proof Washable Rubber Mat,6.0,6.0,3.9,Online Home Appliances,75.0,15.0
2.0,0.0,Ikigai By Hector Hardcover,2.0,2.0,4.7,Lakhe Book Store,0.0,0.0
62.0,100.0,Baba's Nappy Baby Pull Up Diaper Economic Pack,62.0,62.0,4.7,Baba's Nappy,88.0,7.0
154.0,81.0,Stylish Side Bags for Fashionistas,154.0,154.0,4.7,KPS Traders,86.0,1.0
566.0,98.0,Multi-Purpose C2 Kitchen Cleaner Spray For Kitchen And Bathroom [400Ml] - Stain Cleaning Spray For Home And Office Use |,566.0,566.0,4.4,The Best Price Online,79.0,5.0
154.0,98.0,Super Viga 50000 Strong Delay Spray With Vitamin E 45ml,154.0,154.0,4.6,PBT Shop,78.0,15.0
499.0,88.0,"Camel Fabrica Acrylic Fabric Color Paint Set, 15ml, 10 Shades",499.0,499.0,4.4,Vicky Arts,92.0,7.0
282.0,95.0,Mini USB HUB 3.0 5Gbps 4 Ports Micro Splitter Adapter,282.0,282.0,4.4,Home Shop Nepal,78.0,15.0
44.0,100.0,I Don't Love You Anymore By Rithvik Singh,44.0,44.0,4.4,Book Media,83.0,15.0
77.0,100.0,Pack Of 3 Multicolor 100% Smell Proof Ankle Length Socks for Men and Women by Comfort Corner,77.0,77.0,4.4,Comfort Corner,87.0,15.0
515.0,94.0,7Pcs Colorful Hair Scrunchies Caramel Colored Bow Bear Beads Flowers Hair Rope Elastic Hair Bands Girls Women Accessories,515.0,515.0,4.4,Nepal Fashion Wear,86.0,1.0
6.0,100.0,nwre v Catherine Herbal Tea 32 Bags,6.0,6.0,4.0,online store khopo,81.0,15.0
5.0,100.0,RC Ultra Pods Bluetooth 5.3 Earbuds Stereo Touch Control With Flash Light,5.0,5.0,4.0,New RC Store,76.0,10.0
357.0,92.0,PAXMOLY KOREA Real Snail Facial Mask 1 sheet,357.0,357.0,4.0,Secret Island,91.0,2.0
193.0,96.0,USB Rechargeable Study Lamp,193.0,193.0,4.1,EOrison,83.0,15.0
62.0,100.0,Cute Non-Slip Cartoon Printed Doormat (40*60cm) (Color May Vary),62.0,62.0,3.7,Home Essentials,75.0,15.0
601.0,100.0,Brown PU Leather Casual Bi Fold Wallet For Men | Brown Solid Casual Wallet With 6 Card Holder Compartment,601.0,601.0,3.4,Online Express Fast Nepal Pvt.ltd.,82.0,2.0
19.0,0.0,Creative Iron Door Hanging Hook Wall Clothes Hanger Rack,19.0,19.0,3.7,WOW DEAL,0.0,15.0
37.0,100.0,Shoes Cleaner Kit For Shoes | Shoes / Sneaker Shampoo | Shoes Brightener | Brush | Towel by Comfort Corner,37.0,37.0,3.7,Comfort Corner,87.0,15.0
391.0,99.0,2 Liter Water Bottle With Straw Portable Travel Bottles Fitness Motivational Big Gym Bottle,391.0,391.0,3.7,7Rings,85.0,15.0
69.0,100.0,WhiteMoon Regular Series Extra Comforter Sanitary Pads 240MM 6Pcs Per Pack,69.0,69.0,3.7,Birat Healthcare Industries,87.0,15.0
560.0,100.0,Japanese Blades Manual Crank Chop Food Processor - All-in-One Hand-Held Chopper - Hand Coppers For Kitchen Use |,560.0,560.0,4.3,EBox,81.0,5.0
147.0,98.0,1 KG Loose Pack Adult Dog Food By Crown Aquatics,147.0,147.0,4.3,Crown Aquatics,91.0,15.0
38.0,100.0,Air Force 1 Full White Premium Sneaker for Men,38.0,38.0,4.3,Shoes Spot,76.0,1.0
15.0,100.0,Shree Dhan Laxmi Yantra,15.0,15.0,5.0,PR Shop PVT.LTD,82.0,15.0
113.0,100.0,AR Jordan Grey Black High Shoes for Men,113.0,113.0,4.7,Shoes Spot,76.0,2.0
441.0,100.0,Kemei Km-531 Professional Hair Straightener BOS,441.0,441.0,4.2,Happy Shopping,84.0,15.0
68.0,98.0,46 In 1 Piece Tool Kit and Screwdriver and Socket Set,68.0,68.0,4.1,city  shop,82.0,15.0
1.0,100.0,"10 Meter 100 LED Yellow Warm Lights Decorations for Special Occasion (Diwali ,Tihar etc)",1.0,1.0,4.1,Store House Nepal,83.0,15.0
427.0,98.0,Multifunction Waterproof Aluminum Foil Butyl Sealant Tape - 5M | Leakage Repair Waterproof Tape - 5M Roll,427.0,427.0,4.1,BfYmYB9v,80.0,10.0
3.0,100.0,Tws Wireless Bluetooth Airbuds Charging Case Super Sound Top Selling,3.0,3.0,4.2,Dashain Dhamaka,86.0,15.0
39.0,100.0,"Natural Wood Clothes Hangers Suitable for Coat, Jacket, Suit, Sweater And Space Saving Wardrobe (12 Pieces)",39.0,39.0,4.2,SUNRISE FASHION STORE,83.0,13.0
13.0,100.0,Arksh Food Dami Biscuit (Kodo/Millet) - 50gm,13.0,13.0,4.2,Arksh Food,91.0,15.0
1644.0,96.0,"Premium Kojic Acid Soap by Zuwa Cosmetics, Exfoliates, Smoothens, Lightens - 135 gm",1644.0,1644.0,4.4,Allure Cosmetics,87.0,15.0
306.0,100.0,Box white colour  Strap Design Crossbody  Shoulder Bag For Women,306.0,306.0,4.1,World Fashion Bag,81.0,15.0
333.0,100.0,Imxia F 5% Solution Minoxidil And Finasteride 60ml,333.0,333.0,0.0,sirutar pharmacy,88.0,15.0
370.0,99.0,Storage Box Foldable Large Capacity Oxford Cloth Clothes Sundries Organizer Case For Household 66ltr,370.0,370.0,4.8,7Rings,85.0,15.0
359.0,98.0,Pebbles Nepal Gold/Silver color Adjustable and Minimal Ring Set Resizable Ring for Women | Everyday Wear  - 22 Pieces Set,359.0,359.0,4.8,Pebbles Nepal,84.0,15.0
8.0,100.0,"Shri Sri Dhan Laxmi Kuber Bhandari Yantra Generate A Source Of Income For You Decorative Showpiece - 20 Cm (Brass, Gold, Red)",8.0,8.0,4.8,PR mart,86.0,15.0
62.0,98.0,Hero Biker Full Face Motorcycle Bike Rider Helmet Multifunction Balaclava/Bandanas/Mask,62.0,62.0,4.2,Sale Sansar,85.0,15.0
61.0,100.0,AR Jordan 1 Dark Mocha Sneaker for Men,61.0,61.0,4.2,Shoes Spot,76.0,4.0
1.0,88.0,1 L Durable Plastic Water Bottle - Model FB-5557,1.0,1.0,3.9,BLES ONLINE,88.0,0.0
20.0,88.0,LAO GAN MA Tao Huabi Chilli Sauce With Chicken 280gm | Chinese Achar | Chilli Oil,20.0,20.0,4.4,Subha Abik Store,87.0,7.0
830.0,100.0,Warm Winter Fake Skin Transparent High Waist Stretchy Leggings Stockings For Women | Fashion Warm Stretchy Leggins For Women,830.0,830.0,0.0,D2fancy,86.0,2.0
17.0,100.0,Vintage T-9 Hair Trimmer Battery Removable For Male,17.0,17.0,4.4,Dashain Dhamaka,86.0,14.0
50.0,82.0,Moods Variety Condoms (Pack of 16 pcs),50.0,50.0,4.4,Moods,81.0,13.0
87.0,100.0,"Oil-Proof Self-Adhesive Kitchen Marble Sticker - 2M, PVC + Aluminum + Polyvinyl Material and White Design",87.0,87.0,4.4,Mero Interior,73.0,15.0
242.0,100.0,"Baba's Nappy Baby Pull Up Diaper Economic Pack, Large (Pack of 46)",242.0,242.0,4.4,Baba's Nappy,88.0,1.0
8.0,100.0,Pods Pro Wireless Earbuds,8.0,8.0,4.4,New RC Store,76.0,6.0
597.0,92.0,Combo Pack Of Finger Sleeve And Trigger,597.0,597.0,4.4,Best Buy,81.0,1.0
257.0,100.0,Safety Ultra 280 mm Sanitary Pads,257.0,257.0,4.4,Jasmine Hygiene Products,88.0,1.0
47.0,100.0,Jaiphal Oil 1 Pcs Pain Relief Massage Oil 100ml,47.0,47.0,4.4,Dashain Dhamaka,86.0,0.0
